,Pub.Priv,Year,Ave.Act,Num.33-36,Num.28-32,Num.24-27,Num.19-23,Num.17-18,Num.1-16,Num.NA,Num.Tot,Pct.33-36,Pct.28-32,Pct.24-27,Pct.19-23,Pct.17-18,Pct.1-16,Pct.NA,Pct.Tot
MISSOURI WESTERN,Public,2014,20.47,1,58,153,415,180,162,78,1047,0.000955109837631,0.055396370582617,0.146131805157593,0.396370582617001,0.171919770773639,0.154727793696275,0.074498567335244,1
NORTHWEST,Public,2014,22.78,11,137,332,655,103,37,108,1383,0.007953723788865,0.099060014461316,0.240057845263919,0.473608098336949,0.074475777295734,0.026753434562545,0.078091106290673,1
SOUTHEAST,Public,2014,22.76,26,205,408,833,163,49,165,1849,0.014061654948621,0.110870740941049,0.22065981611682,0.450513791238507,0.0881557598702,0.026500811249324,0.089237425635479,1
TRUMAN,Public,2014,27.07,97,470,465,211,6,1,70,1320,0.073484848484849,0.356060606060606,0.352272727272727,0.159848484848485,0.004545454545455,0.000757575757576,0.053030303030303,1
UCM,Public,2014,21.8,4,122,360,868,222,69,65,1710,0.00233918128655,0.071345029239766,0.210526315789474,0.507602339181287,0.129824561403509,0.040350877192983,0.038011695906433,1
UMC,Public,2014,25.89,246,1731,2473,1643,51,10,361,6515,0.037759017651573,0.265694551036071,0.379585571757483,0.252187260168841,0.007828089025326,0.001534919416731,0.055410590943976,1
UMKC,Public,2014,24.37,45,210,286,368,85,12,67,1073,0.041938490214352,0.195712954333644,0.266542404473439,0.342963653308481,0.079217148182666,0.011183597390494,0.062441752096925,1
UMSL,Public,2014,24.14,10,89,159,197,25,4,29,513,0.019493177387914,0.173489278752437,0.309941520467836,0.38401559454191,0.048732943469786,0.007797270955166,0.056530214424951,1
AVILA,Private,2014,22,1,13,47,105,17,1,20,204,0.004901960784314,0.063725490196079,0.230392156862745,0.514705882352941,0.083333333333333,0.004901960784314,0.098039215686275,1
CENTRAL METHODIST - CLAS,Private,2014,22.4,1,27,81,178,35,7,5,334,0.002994011976048,0.080838323353293,0.24251497005988,0.532934131736527,0.104790419161677,0.020958083832335,0.01497005988024,1
COLLEGE OF THE OZARKS,Private,2014,23,1,25,71,124,21,2,12,256,0.00390625,0.09765625,0.27734375,0.484375,0.08203125,0.0078125,0.046875,1
COLUMBIA,Private,2014,,,,,,,,951,951,0,0,0,0,0,0,1,1
COTTEY ,Private,2014,22,,9,18,38,15,4,47,131,0,0.068702290076336,0.137404580152672,0.290076335877863,0.114503816793893,0.030534351145038,0.358778625954198,1
CULVER-STOCKTON,Private,2014,21.4,1,14,43,138,45,8,41,290,0.003448275862069,0.048275862068966,0.148275862068966,0.475862068965517,0.155172413793103,0.027586206896552,0.141379310344828,1
DRURY,Private,2014,25.68,10,84,97,74,5,1,224,495,0.02020202020202,0.16969696969697,0.195959595959596,0.149494949494949,0.01010101010101,0.002020202020202,0.452525252525253,1
EVANGEL,Private,2014,23,5,46,74,99,34,19,52,329,0.015197568389058,0.139817629179331,0.224924012158055,0.300911854103343,0.103343465045593,0.05775075987842,0.158054711246201,1
FONTBONNE,Private,2014,25.6,1,12,34,47,10,1,8,113,0.008849557522124,0.106194690265487,0.300884955752212,0.415929203539823,0.088495575221239,0.008849557522124,0.070796460176991,1
HANNIBAL- LAGRANGE,Private,2014,22,1,9,38,60,23,5,23,159,0.006289308176101,0.056603773584906,0.238993710691824,0.377358490566038,0.144654088050314,0.031446540880503,0.144654088050314,1
LINDENWOOD,Private,2014,23,3,89,209,516,74,8,302,1201,0.002497918401332,0.074104912572856,0.174021648626145,0.429641965029142,0.061615320566195,0.006661115736886,0.251457119067444,1
MARYVILLE,Private,2014,25.32,4,91,180,107,5,,21,408,0.009803921568627,0.223039215686275,0.441176470588235,0.262254901960784,0.012254901960784,0,0.051470588235294,1
MISSOURI BAPTIST,Private,2014,21,,10,35,117,33,14,15,224,0,0.044642857142857,0.15625,0.522321428571429,0.147321428571429,0.0625,0.066964285714286,1
MISSOURI VALLEY,Private,2014,20,,6,26,121,82,52,92,379,0,0.015831134564644,0.068601583113457,0.319261213720317,0.216358839050132,0.137203166226913,0.242744063324538,1
PARK,Private,2014,22,1,5,10,47,7,5,80,155,0.006451612903226,0.032258064516129,0.064516129032258,0.303225806451613,0.045161290322581,0.032258064516129,0.516129032258065,1
ROCKHURST,Private,2014,25.5,10,103,146,116,7,,16,398,0.025125628140704,0.258793969849246,0.366834170854271,0.291457286432161,0.017587939698493,0,0.040201005025126,1
SAINT LOUIS,Private,2014,27.7,103,668,503,163,10,1,191,1639,0.062843197071385,0.407565588773642,0.306894447834045,0.099450884685784,0.006101281269067,0.000610128126907,0.11653447223917,1
SOUTHWEST BAPTIST,Private,2014,23.06,7,55,133,166,41,24,58,484,0.014462809917355,0.113636363636364,0.274793388429752,0.34297520661157,0.084710743801653,0.049586776859504,0.119834710743802,1
STEPHENS,Private,2014,22.56,2,12,55,68,22,7,19,185,0.010810810810811,0.064864864864865,0.297297297297297,0.367567567567568,0.118918918918919,0.037837837837838,0.102702702702703,1
WASHINGTON ,Private,2014,33.2,798,333,5,,,,598,1734,0.460207612456747,0.192041522491349,0.002883506343714,0,0,0,0.344867358708189,1
WEBSTER,Private,2014,24,8,64,102,140,31,14,104,463,0.017278617710583,0.138228941684665,0.220302375809935,0.302375809935205,0.06695464362851,0.030237580993521,0.224622030237581,1
WESTMINSTER,Private,2014,24.5,3,36,57,64,12,2,38,212,0.014150943396227,0.169811320754717,0.268867924528302,0.30188679245283,0.056603773584906,0.009433962264151,0.179245283018868,1
WILLIAM JEWELL,Private,2014,25.37,7,63,87,72,7,,30,266,0.026315789473684,0.236842105263158,0.327067669172932,0.270676691729323,0.026315789473684,0,0.112781954887218,1
WILLIAM WOODS,Private,2014,22.8,1,26,42,73,29,4,25,200,0.005,0.13,0.21,0.365,0.145,0.02,0.125,1
